链接地址,标题,内容
https://www.xiaohongshu.com/explore/644db812000000001300d1d2,大二学生极限穷游武汉|两天一夜全包500💰,一场说走就走的旅行 到了武汉，走走停停都是风景 	 武汉两天一夜攻略🗺️👇🏻👇🏻👇🏻 ✔1月26日🌞 早上到达武汉站，地铁🚇半个小时到达江汉路步行街〔梦圆宾馆108💰〕 路线：武汉美术馆——＞🚲黎黄陂路——＞🚗古德寺——＞🚲  江汉路步行街——&gt;🚲水塔街——&gt;🚲江汉关——&gt;武汉关轮渡看夜景——&gt;武汉长江大桥 👉武汉美术馆：打卡武汉热气球logo，特别出片，发朋友圈的首选地📸 👉黎黄陂路：武汉必去的打卡地，街道，建筑，氛围感十足。那一片是旧俄租界和历史事迹馆，浓郁的历史气息 👉古德寺：是缅甸哥特式建筑，有一种异域美，夏天荷花盛开巨好看，我在寺庙也祈福啦 👉武汉长江大桥：桥底居然是木头，我很震惊当时国家的技术，这么多年啦武汉长江大桥依旧运行，而且美观实用 👉江汉步行街：购物美食小商品应有尽有，茶颜悦色 👉水塔街：物美价廉，疯狂炫小吃，热干面只要五块钱，糊米酒三块钱，没有踩雷🍧🍲🍺 👉江汉关：武汉的标志，人有点多，我看见特别激动💗，跑过去拍照📸特别好看 👉江岸：风吹起来很舒服，走走停停，看着武汉的霓虹灯闪烁 ❌千万不要去步行街的美食城，都是宰客的地方，且美食全国都有哦 ❌古德寺中午光线太强不适合拍照哦 ❌出行的话距离短的共享单车特别方便哦 	 ✔1月27日🌞🌞 路线：🚇东湖——＞🚲湖北博物馆——＞🚲武汉大学——＞🚲黄鹤楼（灯光秀）——&gt;粮道街 👉湖北博物馆：提前预约了，里面的编钟表演真的很不错 👉东湖：东湖骑上小电驴，欣赏美景真的很不错，还可以打卡摩天轮🎡🎡🎡🎡 👉武汉大学：武大巨好看 👉黄鹤楼：我在网上推荐的司门口地铁站🚇和武汉大桥拍的黄鹤楼，一分钱没有花，拍到了和黄鹤楼的合影 👉粮道街:比较有名的小吃有几家在那边，可以试试看 ❌湖北博物馆要提前预约，且不退票改不了时间 	 两天一夜500💰 高铁🚅路费，吃饭，住宿一百 武大的街头处处是风景，景美人更美，被当地人的热情感动，在厕所等待期间，环卫叔叔给我拿了椅子 六月等待武汉夏日绝美落日 武汉我会再去的！
https://www.xiaohongshu.com/explore/642d7bc60000000013007d47,再也不想去武汉玩了,因为去了就不想回来上课了   📝第一天去了江汉路 黄鹤楼 江汉博物馆 武汉博物馆 黎黄陂街 古德寺 （黄鹤楼木有上去 所以这里没有放照片 晚上的灯光还可以 拍了一张黄鹤楼的照片） 🗺️最好第一天去 📍江汉路（还可以坐船 白天1.5💰一人晚上10块） 📍江汉博物馆 📍黎黄陂路 📍武汉博物馆 📍西北湖 📍晴川阁 📍武汉美术馆 （有两个 一个在江汉路那边 一个在琴台 ） 🍜（晚上江汉路附近还有一个夜市 小红书一搜就能找到 我忘了是什么夜市 不过在那买了阿宝生煎 排队的人很多 排了半个小时才买到 不过很好吃 10块钱一份 8个 很多人排队） 	 🎫美术馆和晴川阁要提早预约 还有博物馆也要提前预约 直接微信公众号搜索就好了 	 以上是江的西边可以玩的地方 	 第二天可以去： 📍黄鹤楼 📍户部巷 📍粮道巷 📍长江大桥 📍东湖 📍武汉大学 	 这些是江的东边可以玩的地方 	 黄鹤楼 人文气息浓厚 可以在美团上买票成人70 小孩老人学生半价35 	 🌮从黄鹤楼下来就是户部巷和粮道巷 里面有很多吃的 很多都是20一份 比如说那个拇指煎包就是20一份比较少 很小一碗 还有15块的豆皮 三鲜豆皮 感觉味道还可以就是量太少了 15块可以在江汉路一家老牌的豆皮店买6片（一整盒豆皮）但是在户部巷只能买到3片 而且15块买的还是牛肉的 在户部巷只能买到三鲜的 三鲜豆皮江汉路那个店的价格好像是8块钱一份（6片）牛肉的豆皮十几块 但是吃的东西会有很多很多 可以在户部巷吃也可以去江汉路吃 	 🔆东湖的话一定要天气好的时候去 东湖：（地铁站🚇梨园） 🚴里面可以骑车 景区内有哈啰电动车 还有那种可以扫码的自行车 骑车的人很多但是从景区的门进入骑完全程需要6个多小时 实在是太久了 🚞所以我们选择了坐观光车（一人40）单程30往返40 里面很大 风景很美 因为去得比较迟 所以没去落雁岛 还是比较可惜的 看网上它5点30关门 🌸 所以就直接去了樱花园 感觉没有很大 那里面的氛围灯就很奇怪 绿的 蓝的 黄的 橘的 紫的 什么颜色的都有 个人感觉没有那么好看 看到了好多发着绿光的树 很阴间 打卡的那个塔下面好多人拍照 所以我只拍了景 没有拍人的照片 🏫武汉大学 武汉大学没有去 因为这个需要提前3天预约
https://www.xiaohongshu.com/explore/641a7809000000000800d95b,吃完武汉这45种美食，你就是0.75个武汉人！,武汉的人间烟火里，过早一定是它的美食主编。毕竟在武汉，有过早的地方，就有江湖，就是烟火人间 	 今年春天我又一次从武汉吃回来，说真的，在这里的每一顿都让我挑花了眼，吃撑了胃，反复横跳，就是舍不得离开那一条条让人兴奋的美食街巷 🔹🔹🔹 这次我🍜整理了4⃣️5⃣️种武汉美食，95%是我亲测，5%是和本地人闲聊知道的 	 如果你正打算去武汉尝一口过早的人间烟火气，这里万食俱备🌟记得收藏 🔹🔹🔹 ⭕云集美食宝藏街 答应我❌不要为了吃去户部巷，好么？ 	 武汉的美食街巷✅双手+双脚都数不过来，尤其是过早，粮道街、吉庆街都不够烟火气，下面这8⃣️条才是武汉人奔赴生活的起始点 	 📍山海关路、胭脂路、一元路、大成路、瑞安街、兰陵路、宝裕路、玫瑰街 🔹🔹🔹 🍜江岸区美食 📍刘记三狗牛肉面馆📍蒋婆抄手📍王记生烫牛杂面馆 📍三镇民生甜食总店📍汪记鲜鱼糊汤粉总店 📍燕子煨汤📍毛氏汽水包📍李记鸡冠饺📍陶仙居 📍双黄牛肉面馆📍徐氏糯米包油条📍王师傅豆皮馆 📍严老幺烧麦📍老田记面馆📍淘气牛杂馆📍德华楼 📍一品红牛肉面馆📍武昌重油烧梅店总店 📍一元路怪味烧饼📍袁大头包子📍郑记牛肉面 📍融厨湖北菜 🔹🔹🔹 🍜武昌区美食 📍建建枯豆丝📍罗氏面窝📍小程早点 📍袁氏米粑发糕📍龚太婆牛肉粉面馆📍来菜 📍昌汇糯米包油条📍小秋水饺总店📍丽华早点 📍熊太婆原汤水饺📍家阳赵师傅油饼包烧麦 🔹🔹🔹 🍜其它区美食 📍仙桃家常菜馆📍腿老大·中式炸鸡📍江氏糯米鸡 📍熊腊生热干面馆📍前前烤虾📍老居巷汤包 📍曾记臻品烤鸭脖📍靓靓蒸虾总店📍七七饺子 📍罗氏热干牛肉面总店📍江汉路煎包一绝 🔹🔹🔹 武汉人的过早，对我来说，那就是从早过到晚，一个月不重样不是骗人的。天生江湖豪情的他们，吃的是烟火，品的是人间 	 💟我是莉漫游，跟着我追逐风味的脚步，跨越山海之间，看尽红尘万千，邂逅漫游奇遇 #你会以过早之名去一次武汉吗？            @吃货薯
https://www.xiaohongshu.com/explore/6471536a000000002702b4d2,大二特种兵式穷游武汉两天💰400真实攻略,总要去武汉吃一碗美味的热干面，吹一吹长江的晚风 🚇出行：公交地铁，支付宝点击“出行”，绑定信息，直接扫码即可，很方便快捷 🏨住宿：我住的青年旅舍，在江汉路附近，附近地铁公交很方便，可以住在江汉路附近 旅游路线： 🌈Day1古德寺-粮道街-昙华林-黄鹤楼-户部巷-武汉长江大桥-轮渡-江汉路 🌈Day2黎黄陡路-鹦鹉州长江大桥-东湖-武汉大学-中国地质大学-黄鹤楼（夜景） 1⃣️古德寺：免费，从武昌站乘坐🚇7号线在香港路地铁站转🚇3号线，在罗家庄地铁站下，🚶步行一公里可达，异域风寺庙，拍照很出片，喜欢拍照📷的一定不能错过 2⃣️粮道街：免费，🚇3号线在香港路转🚇轨道7号线，在小东门地铁站下车，步行🚶‍♂️可达，可以去过早，超多美食🍜，可以一一打卡！ 3⃣️昙华林：免费，从粮道街步行🚶‍♂️到昙华林，点一杯茶颜悦色🥤，悠闲地散步，探索巷子中文艺小店，📷拍照打卡路边的商店，很出片 4⃣️黄鹤楼：学生票35，成人票70，乘坐🚇轨道5号线，在司门口黄鹤楼地铁站下车，步行可达，⚠️地铁🚇五号线是无人驾驶，可以在车头或者车尾拍照。黄鹤楼一共五层，在楼上可以看到武汉长江大桥！ 5⃣️户部巷：免费，从黄鹤楼下来步行可达，有很多美食 6⃣️武汉长江大桥：免费，从户部巷穿出来，步行🚶‍♂️可达长江大桥 7⃣️轮渡：1.3元，从武昌区可达江汉区，尽量在日落之前上船，可以拍到很美的日落 8⃣️江汉路：免费，武汉最繁华的地带，美食超多，景色优美 9⃣️黎黄陡路：免费，住在江汉路附近，步行🚶可达，文艺复古的街道，有百年的巴公房子，拍照打卡很出片 🔟鹦鹉州长江大桥：免费，地铁🚇6号线在马鹦路地铁站下车，步行可达，可以步行到顶层，拍照打卡，红色的大桥横跨整个长江，很壮观 1⃣️1⃣️东湖梨园景区，免费，乘坐🚇地铁4号线在岳家嘴站转🚇地铁8号线，在梨园地铁站下车，步行可达！租电动车，挺贵的，二十分钟9.9元，东湖很大，景色也超级美！值得去！ 1⃣️2⃣️武汉大学：需要校内的人预约，或者黄牛 粮道街 昙华林 户部巷 江汉路 1⃣️武汉热干面，感觉粮道街很多家都很好吃 2⃣️蛋酒 4⃣️茶颜悦色5⃣️豆皮
https://www.xiaohongshu.com/explore/647b4226000000001301608f,学生党穷游武汉🔥三天两夜保姆级旅游攻略。,"在网上看见一个热门话题： 年轻是该存钱还是该去旅行？ 个人观点：应该权衡利弊！旅行跟存钱都挺重要的 年轻旅游开阔眼界。年轻时通过旅游可以开阔视野,对不同的风土人情和文化有所了解,这有利于培养胸怀开朗的世界观✅ - 【武汉热门景点】 ✅粮道街 ✅古德寺 ✅江汉路（江汉关） ✅黄鹤楼✅长江轮渡 ✅黎黄陂路✅湖北省博物馆 ✅东湖✅琴台美术馆 - 【出行准备】： 🪪证件类: 身份证、学生证等优惠证件 - ⌚️电子设备类: 手机、相机📷、耳机、充电宝、充电器 - 👔衣物类: 根据实时天气☁️选衣，出行前一两天查好天气 - 🧴护肤/化妆类： 护肤品、防晒霜、面膜、卸妆水 - 🗝️其他类: 肠胃药💊、消食片、驱蚊香、口罩、雨伞 	 【🚶🏼路线参考】 第一天古德寺➡️武汉天地➡️汉口江滩➡️黎黄陂路➡️武汉美术馆➡️保成路夜市 - 第二天粮道街➡️得胜桥小区➡️户部巷➡️江汉路步行街➡️黄鹤楼 - 第三天龟山风景区➡️晴川阁➡️鹦鹉洲汉➡️阳桥梁主题公园➡️港澳台风情街 - 第四天湖北省博物馆➡️机场✈️｜高铁站🚄 我们的旅程结束啦~青春的旅行没有结束🔚只是短暂的回归生活与工作~我们下次见面啦 - 武汉 武汉旅游攻略 武汉樱花 武汉美食 武汉酒店 武汉好玩的地方推荐 武汉特产 武汉市文化和旅游局 武汉长江大桥 -"
https://www.xiaohongshu.com/explore/644b6c8600000000130106b0,4月可以带孩子去一趟武汉了，太绝了,每到假期，不少家庭都想着出游玩一玩，尤其是对于有孩子的家庭，亲子游成了了不起的选择。如果你还没有制定旅行计划，那么不妨来一次武汉亲子游，一场文化与娱乐的绝妙组合，给你的孩子留下美好的记忆。 . 1️⃣黄鹤楼 🚩理由：这是一座文化古迹，历史上多位文人墨客留下了有名的诗篇。 . 2️⃣ 东湖樱花公园 🚩理由：这里有着蕞漂亮的樱花，足以吸引远道而来的游客。 . 3️⃣武汉长江大桥 🚩理由：这是一条铁路桥，也是一座文化古迹，由于极 具设计的美学价值，吸引了大批游客跨越长江。 . 4️⃣武汉博物馆 🚩理由：这里展示了众多有名的文物，包括4世纪的青铜器和当代世界文化遗产，也是中国博物馆中蕞大的一个之一。 . 5️⃣汉口江滩公园 🚩理由：这个豪华的护城河公园曾经是古代中国的建设工程，在这里，你可以观看汉口的历史，也可以许多有趣又美味的小吃。 . 6️⃣湖北省博物馆 🚩理由：这是一个国家一级博物馆，以历史为主题，馆内有许多中外文物。 . 7️⃣湖北省美术馆 🚩理由：如果你爱好美术，那么这里一定是您的福地，美术馆主要展示中国现代美术。 . 8️⃣武汉动物园 🚩理由： 这个园区是家长和小孩一起被喜欢的趣味和原因，这个园区还可以通过动物表演和拍照与宠物接触。 . 9️⃣木兰山风景区 🚩理由：木兰山是国家5A级旅游景区， 因木兰将军而得名，是木兰将军的故里，佛道两教圣 地。 . 🔟归元寺 🚩理由：与宝通禅寺、古德寺、莲溪寺并称为武汉佛教的&quot;四大丛林&quot;。 . 线路安排： DAY1：武汉黄鹤楼 → 东湖樱花园 DAY2：武汉长江大桥 → 武汉博物馆 DAY3：汉口江滩公园 → 湖北省博物馆和湖北省美术馆 DAY4：武汉动物园 → 木兰山风景区 DAY5：归元寺 → 武汉黄鹤楼 以上线路仅供参考，可以根据您的具体情况和需求进行调整。 .
https://www.xiaohongshu.com/explore/647d68c100000000130034d6,武汉无痛旅游攻略三天两夜‼️大学生连夜整理,来武汉旅游一定要拿好这份攻略啊啊！ 带你无痛玩转武汉～吃吃喝喝太幸福了 ✅路线 DAY 1: 古德寺：0r 接待时间是8:30-16:00 可以早点去！不然太阳很晒 黎黄陂路：很多浪漫好看的小店～拍照好好看 武汉美术馆：0r 可以拍照打卡 happy站台：巨多好吃的！！！都是小吃！ 江滩：晚上一定要去江滩 吹吹江风真的很浪漫 DAY 2: 晴川阁：是免费的～“晴川历历汉阳树” 黄鹤楼：谁来武汉不打卡黄鹤楼哇！历史遗迹真的很值得去 粮道街：很多好吃的，美食一条街（注意筛选） 昙华林：就在粮道街旁边，很好逛～很出片 DAY 3: 湖北省博物馆：有越王勾践和编钟 楚河汉街：很好逛的商业街 武汉大学：一定要来武汉大学逛逛！武汉最具代表性的大学 东湖绿道：散步骑行都超舒服啊 小tips： 1、住宿一定要提前订好，不要当天才订，特别是旺季的时候，提前定更优惠 2、订酒店可以进行多个app的比对，同时看评价关注卫生情况 3、订酒店要提前看好交通情况，离地铁站近、附近有商业区是最方便的
https://www.xiaohongshu.com/explore/6479b05f000000001203edb8,武汉的姐妹👯超详细旅游攻略来喽💁,准备来武汉旅游玩的姐妹快看过来👀！ - 武汉赏樱花攻略🌸： 最佳观赏时间：三月初到四月底 开始时间：2月下旬 盛开时间：三月中下旬到四月初 结束时间：四月上旬 - 超火🔥打卡景点 湖北省博物馆：越王勾践在此，能逛的范围很大 还有编钟秀 武汉美术馆：著名的红气球🎈打卡地，红色部分 已经有些掉漆，但是更有意境了 东湖绿道：炒鸡大！！和朋友一起骑车🚲游东湖 享受绿茵🍃和风吹过🌬的快乐 古德寺：欧式建筑🕌很有氛围感很出片，敬香的 话要香火钱但是不需要门票~ 长江大桥：来看一看真的不亏，旷阔的河面呵呵 巨轮，看个日落🌅也很浪漫 轮渡：不到两块坐着看江景🌉谁能不爱当然人也 巨多！但是值得 汉口江滩：晚上从武汉天地一直走到江汉路适 合晚上散步👣，会有很多放风筝🧚‍♀️的还有灯光秀，吹风贼舒服 - 武汉过早必吃🍜 三镇民生甜食馆（热干面蛋酒） 老通城豆皮 严老幺烧麦 氏黑芝麻糊 赵师傅油饼包烧麦 黄牛肉面馆燕子煨汤 李记鸡冠饺 李记酥饺 - 普出行准备🚎： 🔖证件：身份证一定要带好、学生证【很多有半 价优惠噢】 📲电器：相机、充电器、充电宝、耳机，自拍杆 其他：遮阳帽、伞、口罩、防晒霜、换洗衣服。洗漱用品（旅行用便携装哦) 	 天气越来越炎热了，大家预防避免中暑！！！
https://www.xiaohongshu.com/explore/64183c63000000001300044f,武汉土著熬夜吐血整理史上最全旅行攻略🔥,假期准备来武汉的就看这篇攻略就好啦！ 交通篇： 🚄高铁站：汉口站 武汉站 武昌站 武汉东站 里面的比较方便的是汉口站 （较堵建议出站直接坐二号线地铁） 🚄武汉站：车比较多！但是离市区比较远 不过地铁也很方便！出站也可以坐地铁 （地铁4号线） - ✈️飞机的话天河机场 ，在黄陂离市区大概一小时地铁🚇二号线！较远如果高铁四小时的话，建议来武汉还是坐高铁方便！ ⚠️友情提示：武汉叫车其实很方便，地铁也便捷 希望大家不要受 一口价 走不走 不打表 的骗 - DAY 1 古德寺➡️黎黄陂路➡️happy站台➡️武汉美术馆➡️郝梦龄路➡️知音号➡️水塔小吃街 DAY2 粮道街➡️昙华林➡️黄鹤楼➡️湖北省博物馆➡️长江大桥➡️轮渡回汉口 DAY3 归元寺➡️晴川阁➡️汉阳造➡️循礼门➡️万松园 这些路线也不是每个都一定要去！ 大家可以选择xing的去！ 喜欢📷拍照：黎黄陂路、美术馆、知音号、汉口江滩、郝梦龄路、汉阳造、长江大桥、昙华林 - 爱吃就去：水塔小吃街、山海关路、happy站台、万松园、粮道街、苗栗路、 - 住宿的话： 建议江汉路步行街、粮道街附近！ 这两个地方去哪里都很方便好吃😋的 @武汉薯 @生活薯@薯队长 武汉旅游玫略/武汉美食攻略/武汉旅游/武汉景点/江汉路/粮道街/武汉深度游/武汉旅游路线/武汉美食/武汉网红景点
https://www.xiaohongshu.com/explore/6444002a0000000013002496,武汉旅游攻略|超全保姆级攻略!!|||熬夜整理,武汉旅游攻略|超全保姆级攻略!!|||熬夜整理的武汉旅游攻略干货来啦🔥 想去武汉的宝子们赶紧存下吧!!快🐴住!!!
https://www.xiaohongshu.com/explore/64789d14000000001300c75d,学生党去武汉这样玩🔥三天两夜800全包攻略！,刚从武汉回来，熬了几个通宵终于把这份攻略整理好了，全是亲身体验！三天两夜的武汉游玩路线，武汉重点景点攻略，武汉住宿，武汉交通，武汉避雷指南，武汉美食等！暑假想去武汉玩的姐妹，放心按照我这个线路去玩，千万记得收藏好！！！！
https://www.xiaohongshu.com/explore/6476a16b000000000800f4d3,📍武汉2天一夜600💰保姆级攻略码住！,🔥总要去趟武汉吧〰️吹吹江滩的晚风🍃走走长江大桥尝尝武汉热干面🍜感受一下江城的魅力💕 两天一夜超省💴武汉游攻略来啦！！想来武汉的姐妹赶紧码住！ · 📷必打卡景点 💖汉口江滩：白天的江滩真的像海边，晚上去看看武汉的夜景🌃 💖江汉路步行街：购物🛍美食应有尽有，中西文化碰撞的建筑风格 💖江汉关博物馆：来武汉一定要去听江汉关整点的钟声🕰️ 💖黎黄陂路：历史遗留下的欧式风建筑，路边有咖啡馆☕、书吧、酒吧、DIY绘画/陶瓷等 💖东湖：去东湖吸氧放松，坐热气球、粉色摩天轮🎡 💖古德寺：🕍 欧式风格的建筑，喜欢拍照的这个地方一定不能错过 💖长江大桥：在这里能看到超美落日和壮观的跨江大桥 · 🏠住宿 💎住在武昌会比较方便，大部分景点都在这边，🚗交通便利 💎建议选择靠近地铁的位置，武汉地铁覆盖很广！ 💎现在住宿价格也相当便宜，不追求高质量的话150轻松搞定~ · 🥙美食篇 🔥热干面、油饼包烧麦、茶颜悦色、三鲜豆皮、生烫牛肉粉、鸡冠饺🥟、蟹脚面🍜、糊汤粉、蛋酒…… · ✅出行准备 💳各种Z：身份Z、学生Z 💧洗护：化妆品、防shai、洗漱用品、洗脸巾、电器、充电线、耳机、自拍杆、相机📷、现金💰等 · ‼️出游建议 ❌不要在景区随意购买特产，又贵又坑人 ❌东湖很大！！观光车一般七点停止上车，一定要计划好时间 ❌武汉察颜悦色店铺很多，不要纠结于一家哦 ❌不要轻易选择公交，人太多了不知道排到什么时候！ · 听本地人一句劝，来武汉不做好攻略太容易踩雷了‼️大家🐴住这篇攻略，祝姐妹们玩得开心😌
https://www.xiaohongshu.com/explore/6416f60a0000000012030270,大二学生穷游武汉|三天两夜全包600💰,一场说走就走的旅行 到了武汉，走走停停都是风景 	 武汉三天两夜攻略🗺️👇🏻👇🏻👇🏻 ✔1月26日🌞 下午到达武汉站，地铁🚇半个小时到达江汉路步行街〔梦圆宾馆108💰〕 路线：江汉步行街——＞🚲水塔街——＞🚲江汉关——＞🚲  武汉江岸夜景 👉江汉步行街：购物美食小商品应有尽有，茶颜悦色 👉水塔街：物美价廉，疯狂炫小吃，热干面只要五块钱，糊米酒三块钱，没有踩雷🍧🍲🍺 👉江汉关：武汉的标志，人有点多，我看见特别激动💗，跑过去拍照📸特别好看 👉江岸：风吹起来很舒服，走走停停，看着武汉的霓虹灯闪烁 ❌千万不要去步行街的美食城，都是宰客的地方，且美食全国都有哦 	 ✔1月27日🌞🌞 路线：🚲武汉美术馆——＞🚲黎黄陂路——＞和平打包厂——＞🚕古德寺——＞🚇黄鹤楼——＞🚲武汉长江大桥——＞🚲晴川阁龟山电视塔——＞🚲武汉江景 👉武汉美术馆：打卡武汉热气球logo，特别出片，发朋友圈的首选地📸 👉黎黄陂路：武汉必去的打卡地，街道，建筑，氛围感十足。那一片是旧俄租界和历史事迹馆，浓郁的历史气息 👉古德寺：是缅甸哥特式建筑，有一种异域美，夏天荷花盛开巨好看，我在寺庙也祈福啦 👉黄鹤楼：我在网上推荐的司门口地铁站🚇和武汉大桥拍的黄鹤楼，一分钱没有花，拍到了和黄鹤楼的合影 👉武汉长江大桥：桥底居然是木头，我很震惊当时国家的技术，这么多年啦武汉长江大桥依旧运行，而且美观实用 👉武汉夜景：在那个武汉长江大桥和鹦鹉大桥边走走，吹吹江风，拍拍照 ❌古德寺中午光线太强不适合拍照哦 ❌出行的话距离短的共享单车特别方便哦 	 ✔1月28日🌞🌞🌞 路线：湖北博物馆——＞东湖——＞武汉大学——＞楚汉街——＞光谷步行街 👉湖北博物馆：提前预约了，里面的编钟表演真的很不错 👉东湖：东湖骑上小电驴，欣赏美景真的很不错，还可以打卡摩天轮🎡🎡🎡 👉武汉大学：武大巨好看 ❌湖北博物馆要提前预约，且不退票改不了时间 	 三天两夜600💰 高铁🚅路费，吃饭，住宿各两百 武大的街头处处是风景，景美人更美，被当地人的热情感动，在厕所等待期间，环卫叔叔给我拿了椅子 三月等待武汉樱花🌸开放 武汉我会再去的！
https://www.xiaohongshu.com/explore/6445e119000000000800cccb,五一去武汉的姐妹注意‼️超全攻略来咯👏,提起武汉，你会想到什么❓ 是街边齐刷刷吃着热干面、排队过早的人，还是东湖荡漾的水波与盛开的樱花❓ • 🔥总要去趟武汉吧〰️吹吹江滩的晚风🍃走走长江大桥，看看武汉的樱花🌸尝尝武汉热干面🍜感受一下江城的魅力💕 - ✅【武汉出行准备】✨ 💳各种Z：身份Z、学生Z 💧洗护：护肤品、化妆品、防shai、洗漱用品、洗脸巾、电器、充电线、数据线、充电宝、耳机、自拍杆、相机📷、现金💰 • 👔衣物：武汉的春天温差较大，可以带一两件薄外套，出行前查看实时天气☁️ 💡其他：肠胃药、晴雨伞☂️、墨镜🕶️ - ✅【行程安排】✨ 「三天两夜🎈」 Day1：湖北省博物馆——武汉大学——昙华林——户部巷 Day2：黄鹤楼——东湖风景区——粮道街 Day3：古德寺——黎黄陂路——古琴台——晴川阁 • 「四天三夜🎈」 Day1：黄鹤楼——户部巷——昙华林——楚河汉街 Day2：湖北省博物馆——武汉大学——东湖凌波门——光谷步行街 Day3：湖北省美术馆——江汉路步行街——轮渡——粮道街 Day4：古德寺——古琴台——晴川阁——万松园 - ✅【关于住宿】✨ 🏠武汉分为：汉口、武昌、汉阳 ⏭住在武昌会比较方便，大部分景点都在这边，而且🚗交通 便利，酒店🏨环境晚上睡觉会安静很多，价格也会优惠🤗 - ✅【关于美食】✨ 🍢小吃：油饼包烧卖😋、热干面、三鲜豆皮、生烫牛肉粉、鸡冠饺🥟、泡蛋苕粉、蟹脚面🍜、糊汤粉、蛋酒、鲜鱼糊粉 • 🥗特色菜：莲藕排骨汤、干煸藕丝、炒豆丝、香辣小龙虾🦞、炸藕夹、鱼头泡饭、粉蒸排骨、撒子牛肉、汤包、面窝、欢喜团、藕夹 - 听本地人一句劝，来武汉不做好攻略太容易踩雷了‼️大家🐴住这篇攻略，希望大家在武汉玩的尽兴！吃得过瘾！住的舒服😌                  @薯队长 @生活薯 @日常薯 @吃货薯 @走走薯
https://www.xiaohongshu.com/explore/64771288000000001203cba7,武汉旅游【怎么吃❓】不踩雷💯秘籍攻略❗,第一次去武汉有哪些好吃的❓ 去哪吃正宗、可以不踩雷❓ 有什么特产可以当做手信❓ 请认准这一篇‼️ 	 8⃣张图让你的武汉美食之旅心情愉悦不踩雷✅ 更多问题欢迎随时提问，Laughing有空会一一解答          @土拨薯 @本地薯
https://www.xiaohongshu.com/explore/642edf160000000014025891,大学生三天两晚人均500爆玩武汉！,交通🚂：长沙-武汉（53.5） 住宿🏠：大智路地铁站（212晚）非常建议住宿定在这个位置吃喝玩乐都很近很方便！到江汉路一站地铁，比住在江汉路环境更好也不吵 吃饭🍚：第一天晚上吃了本地苍蝇馆子“三帮辣子鱼”千张卷和🐔很好吃！（210元） 然后去逛了江汉路水塔街，这里小吃特别多，打卡了大名鼎鼎的腿老大·中式炸鸡，排了10几分钟，味道确实不错外酥里嫩，鸡腿很大个。🍗 	 第二天早上到三镇民生甜食店过早我觉得都很好吃（p9 32.5元）😋下午去粮道街赵师傅油饼包烧麦没什么人排队很好吃！！（9元）鱼糊汤粉很鲜但很重的胡椒粉味。（7元）🤘晚上吃芳芳牛杂，喜欢吃牛杂的应该会喜欢🐮（202元） 第三天上午山海关过早，小红推荐的店排队很长本人特别讨厌排队找了个人少的店（p11金三角煨汤）这个排骨藕汤我真的爆赞20块钱这么多排骨而且真的很好喝！🍲（60元） 奶茶🥤：爷爷不泡茶刚开始喝还不错到后面🧊融了就没啥味道了 行程🚗：4.3晚上三帮辣子鱼-江汉步行街-江汉关 4.4三镇民生过早-古德寺-辛亥革命博物馆-黄鹤楼-粮道街-昙华林-芳芳牛杂-轮渡到江汉关 4.5山海关过早-湖北省博物馆-回长
https://www.xiaohongshu.com/explore/62d51922000000000e004c4c,武汉旅游。
https://www.xiaohongshu.com/explore/642a5cac000000001300983f,武汉古德寺🕊️,古德寺真的好美啊！ 很多鸽子🕊️ 走之前买了一个护身符
